"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","pred"
"GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,3,5,4,5,3,13,12,12,13,12.1178876164304
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,10,10,9,11.9145833079294
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,18,16,16,10.9813111712571
"GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,8,15,14,14,11.2428732668334
"GP","F",19,"U","LE3","T",3,2,"services","other","reputation","other",2,2,1,"no","yes","yes","no","no","yes","yes","yes",4,2,2,1,2,1,22,13,10,11,10.3163882592887
"GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,10,10,8,8,12.1131387619627
"MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,14,6,5,5,9.6399772265889
"GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"no","yes","no","yes","no","yes","no","no",5,2,5,1,5,4,6,9,8,10,4.82666668405874
"GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,14,13,14,12.1471840220395
"MS","F",20,"U","GT3","T",4,2,"health","other","course","other",2,3,2,"no","yes","yes","no","no","yes","yes","yes",5,4,3,1,1,3,4,15,14,15,8.37726146676382
"GP","F",15,"U","GT3","T",4,4,"services","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,5,0,11,0,0,11.8914994524328
"GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,15,15,15,12.0406391195541
"GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,1,12,14,15,11.5455305917742
"MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,1,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,0,6,5,0,8.35249584747676
"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,13,11,11,10.9931429787015
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","no",5,4,3,3,4,2,4,8,9,10,11.9931488272566
"GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,2,3,1,2,5,4,17,15,16,11.6007596806634
"GP","F",15,"U","GT3","T",4,2,"health","services","home","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",3,2,2,1,1,5,2,15,14,15,11.9320649714826
"GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,1,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,16,9,8,7,10.0793959441224
"GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"no","yes","yes","no","yes","yes","no","no",5,2,1,1,2,3,12,8,10,10,11.4228217470743
"GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"no","yes","yes","no","no","yes","yes","yes",4,4,4,1,1,3,0,7,0,0,11.1989906346602
"GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",3,5,2,1,1,3,10,18,19,19,11.8100291406596
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,0,"no","yes","yes","no","no","yes","yes","no",4,3,2,1,1,3,2,8,8,8,11.8106305457294
"GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",3,5,5,2,5,4,8,18,18,18,11.6753361732412
"GP","F",15,"U","LE3","T",1,1,"at_home","other","other","mother",1,2,3,"yes","no","yes","no","yes","yes","yes","no",4,3,2,2,3,3,10,7,8,10,5.62891615952742
"GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,1,1,1,1,12,11,11,11,12.1775587958114
"GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,3,4,12,12,12,11,11.7597624279513
"GP","F",16,"U","GT3","A",3,3,"other","other","course","other",2,1,2,"no","yes","no","yes","no","yes","yes","yes",4,3,2,1,1,5,0,4,0,0,7.59137889578156
"GP","F",15,"R","GT3","T",2,2,"at_home","other","reputation","mother",1,1,0,"yes","yes","yes","yes","yes","yes","no","no",4,3,1,1,1,2,8,14,13,13,10.5373059656049
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,3,14,12,12,9.14818754085678
"GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,17,16,16,11.7833668605091
"GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",5,3,3,1,1,5,4,10,13,14,11.6417365908483
"MS","M",20,"U","LE3","A",2,2,"services","services","course","other",1,2,2,"no","yes","yes","no","yes","yes","no","no",5,5,4,4,5,4,11,9,9,9,7.28948923523448
"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,4,12,13,13,11.8589113044099
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,12.0658481739148
"GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,0,"no","no","no","no","yes","yes","no","no",2,2,2,3,3,5,8,16,12,13,10.2110525007514
"GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,2,3,5,6,9,9,10,11.8431624312685
"GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,9,10,0,11.2077868991579
"GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"no","yes","yes","no","no","yes","yes","no",5,4,3,1,1,5,0,12,14,15,11.165423529974
"GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,1,2,5,2,6,6,6,11.1422479872571
"GP","F",16,"U","GT3","T",4,4,"health","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,2,2,4,14,14,14,11.713893784453
"GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,1,4,4,9,10,10,11.3152896416394
"GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,3,"no","no","no","no","no","no","yes","yes",5,4,5,5,5,1,16,6,8,8,4.84661473498029
"GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,16,15,15,10.5379167642265
"GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,0,13,14,13,11.1906871612889
"MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,2,11,11,10,10.9600976475141
"GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,0,"yes","no","yes","no","no","yes","yes","no",5,3,2,1,2,5,4,11,10,11,11.4068281645831
"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,0,"no","yes","yes","yes","no","yes","yes","no",4,5,4,2,3,1,17,10,10,10,11.8914328927953
"GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","no",4,4,3,1,3,5,4,14,12,11,11.4093946916245
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","no","yes","no","yes","yes",3,3,2,2,1,5,0,7,6,0,10.1216900646916
"GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,1,0,14,15,15,11.7113428255532
"GP","F",16,"U","GT3","T",4,3,"other","at_home","course","mother",1,3,0,"yes","yes","yes","no","yes","yes","yes","no",5,3,5,1,1,3,0,7,9,8,11.9103665191822
"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","no","no",3,3,4,2,4,3,4,10,10,10,10.2091135216096
"GP","F",16,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,3,1,3,4,0,7,7,8,11.656028256067
"GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,4,5,1,3,5,10,10,9,10,12.0017863423579
"GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",3,4,3,2,3,3,10,9,8,8,12.0834911290336
"GP","F",15,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"yes","yes","yes","no","yes","yes","yes","no",3,3,4,2,3,5,0,8,10,11,11.5536995085181
"GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,6,13,12,12,11.0156598750441
"GP","F",16,"U","GT3","T",4,3,"teacher","other","other","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",1,3,2,1,1,1,10,11,12,13,11.9641826392662
"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,6,18,18,18,11.0391424093347
"GP","F",16,"U","GT3","T",4,2,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,2,3,1,1,5,2,15,16,16,11.8372990233147
"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,2,5,4,10,9,11,11.1700763194671
"GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,2,16,18,18,11.8134454521811
"GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,0,"yes","no","no","no","yes","yes","yes","no",5,5,5,3,2,5,0,13,13,12,11.1268158040102
"GP","F",16,"R","GT3","T",3,3,"services","other","reputation","father",1,3,1,"yes","yes","no","yes","yes","yes","yes","no",4,1,2,1,1,2,0,7,10,10,9.93264246081817
"GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"no","no","no","no","yes","yes","yes","no",3,3,3,1,1,3,0,10,10,10,12.2382998976921
"GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","other",1,2,1,"yes","yes","no","yes","no","yes","yes","no",4,4,3,1,3,3,18,12,10,10,9.36640469197828
"GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"yes","no","no","no","yes","yes","no","no",4,3,4,1,1,3,6,5,6,6,11.3540793266378
"GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"yes","yes","no","no","yes","yes","yes","no",2,2,2,1,1,3,0,7,9,0,12.2679462841483
"GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"no","yes","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,28,10,9,9,10.657067233463
"MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,3,3,0,11,11,10,11.5196580648462
"GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"no","yes","no","no","no","yes","yes","yes",5,4,3,2,4,5,8,12,12,12,11.8666222876051
"GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","yes",1,4,2,2,2,1,5,16,15,16,11.6817031631977
"GP","F",19,"R","GT3","A",3,1,"services","at_home","home","other",1,3,1,"no","no","yes","no","yes","yes","no","no",5,4,3,1,2,5,12,14,13,13,9.55571959619283
"GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,1,"no","no","no","no","yes","no","yes","no",4,4,5,2,4,5,0,6,8,8,8.0289594079447
"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,16,16,15,15,12.0761944699028
"GP","F",15,"R","GT3","T",2,4,"services","health","course","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,2,10,9,8,11.2517812243723
"GP","F",16,"U","GT3","T",2,3,"services","services","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,2,10,11,12,13,11.3264891262034
"GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,1,1,1,5,0,17,16,17,11.6811176553672
"GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,20,13,12,12,11.4920871330623
"GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",5,4,3,1,2,3,2,10,10,11,11.7676023903885
"GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,6,18,19,19,11.6834221420263
"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,13,15,15,11.9905641629081
"GP","M",19,"U","GT3","T",1,2,"other","services","course","other",1,2,1,"no","no","no","no","no","yes","yes","no",4,5,2,2,2,4,3,13,11,11,8.98190350746792
"GP","F",19,"U","GT3","T",2,1,"at_home","other","other","other",3,2,0,"no","yes","no","no","yes","no","yes","yes",3,4,1,1,1,2,20,14,12,13,10.2090987710489
"GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",3,3,3,2,3,4,2,10,11,12,11.8681218843725
"GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",3,3,3,5,5,4,0,12,13,13,10.9146234612758
"GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"no","no","yes","yes","yes","yes","yes","no",4,2,4,1,3,2,6,15,14,14,11.3505524324545
"GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,1,"no","yes","yes","yes","yes","yes","yes","no",4,4,4,2,4,5,15,6,7,8,9.65674048853211
"GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,1,4,6,11,13,14,11.6360705472761
"GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,10,15,15,15,12.0649185733326
"GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,0,"yes","yes","no","no","no","yes","yes","no",5,3,3,1,3,2,6,7,10,10,11.608672666104
"GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,2,"no","yes","yes","yes","yes","yes","yes","no",4,3,5,3,3,5,15,9,9,9,8.18403891832558
"GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,2,1,1,2,0,8,10,12,11.3165619079523
"GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,15,15,15,10.9667810508093
"GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,0,8,9,8,10.290487738087
"GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",4,3,4,2,2,4,8,12,10,11,12.0731148220879
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,7,6,5,6,11.887575391225
"GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,1,"no","yes","no","yes","no","yes","yes","yes",3,3,3,1,2,3,25,7,10,11,9.86173200125626
"GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"no","no","yes","yes","no","yes","yes","no",4,4,4,4,5,5,12,7,8,8,11.0484895132243
"GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,1,2,16,15,15,11.8291087969769
"GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"no","no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,6,12,13,14,8.80302629781335
"GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","no","yes",4,3,5,1,1,5,2,8,9,10,10.5978440137197
"GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,8,14,13,14,11.9591214599125
"GP","F",15,"U","GT3","T",2,2,"other","other","course","mother",1,4,0,"yes","yes","yes","no","yes","yes","yes","no",5,1,2,1,1,3,8,7,8,8,11.654204468278
"GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,2,1,4,5,11,12,11,11,11.9727176395215
"GP","M",15,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,1,4,3,6,5,9,7,8.01148780763543
"GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,4,4,1,4,5,18,14,11,13,12.0464254473494
"GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,3,4,5,8,8,9,10,11.4837952459852
"GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,1,"no","no","no","no","yes","yes","yes","no",4,4,4,3,4,3,19,11,9,10,9.94318710307827
"GP","F",18,"U","LE3","T",2,1,"services","at_home","reputation","mother",1,2,1,"no","no","no","no","yes","yes","yes","yes",5,4,3,1,1,5,12,12,12,13,9.5443423450715
"GP","F",16,"U","GT3","T",3,2,"other","other","reputation","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",1,2,2,1,2,1,14,12,13,12,11.8655219386942
"MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,5,0,6,5,0,8.10978696260986
"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,2,15,16,18,11.9751651116547
"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"no","yes","no","no","yes","yes","yes","yes",3,3,1,1,2,4,0,9,8,0,9.23172185126707
"GP","F",16,"U","GT3","T",2,2,"at_home","other","home","mother",1,2,1,"yes","no","no","yes","yes","yes","yes","no",3,1,2,1,1,5,6,10,13,13,9.33871814493608
"GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,14,12,12,12,12.1012604439342
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,1,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,10,10,0,10.0165814786176
"GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,0,7,0,0,11.3389013783737
"GP","F",16,"U","GT3","T",2,2,"other","other","reputation","mother",1,4,0,"no","no","yes","no","yes","yes","yes","yes",5,2,3,1,3,3,0,11,11,11,11.5402226113804
"GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,13,17,17,17,11.8948439762062
"GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"yes","no","yes","yes","yes","yes","no","no",4,4,4,1,1,1,2,11,8,8,10.515672863963
"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,4,1,1,1,0,7,9,8,11.410742403406
"GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"yes","yes","no","yes","no","yes","yes","no",3,3,3,1,1,4,2,11,15,15,11.6724174519947
"GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,14,10,8,9,11.4266852425154
"GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,10,16,15,15,11.682439179351
"GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",4,2,3,1,2,3,2,12,13,12,11.4306963959774
"GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,1,"no","yes","yes","no","yes","yes","yes","no",3,2,4,2,4,4,13,6,6,8,10.1293454688142
"GP","F",15,"U","LE3","A",3,4,"other","other","home","mother",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",5,3,2,1,1,1,0,7,10,11,11.4612530417332
"GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"no","yes","yes","no","no","yes","yes","no",5,4,2,3,4,5,0,9,11,12,11.7087178342172
"GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"no","no","yes","yes","no","yes","yes","yes",4,4,2,5,5,4,4,14,13,13,11.2120776943149
"GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,2,19,18,18,11.7906819088019
